taxon_id,scientific_name,common_name,kingdom,phylum,class,order,family,genus,taxon_group,threatened_species_body,conservation_status,listed_names,conservation_status_cleaned
87000,Goniastrea minuta,Lesser Star Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86654,Goniastrea ramosa,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
89891,Goniastrea stelligera,knob coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Goniastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86655,Goniopora albiconus,anemone coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86656,Goniopora burgosi,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86955,Goniopora columna,anemone coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86957,Goniopora lobata,anemone coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
93432,Goniopora pedunculata,Anemone Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86657,Goniopora planulata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86658,Goniopora polyformis,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83281,Goniopora stokesi,Anemone Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
88814,Goniopora tenella,Anemone Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
84546,Gramastacus insolitus,Western Swamp Crayfish,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Gramastacus,"crabs, lobsters, shrimps, woodlice",vic_ffg_act_advisory_lists,Endangered,Gramastacus insolitus,Endangered
84546,Gramastacus insolitus,Western Swamp Crayfish,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Gramastacus,"crabs, lobsters, shrimps, woodlice",iucn_red_list,Near Threatened,NA,Near Threatened
85382,Granulomelon arcigerens,Western Macdonnells Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
85382,Granulomelon arcigerens,Western Macdonnells Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",nt_tpwc_act,Vulnerable,Granulomelon arcigerens,Vulnerable
85383,Granulomelon gilleni,Gillen Creek Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",nt_tpwc_act,Vulnerable,Granulomelon gilleni,Vulnerable
85384,Granulomelon grandituberculatum,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
85384,Granulomelon grandituberculatum,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",nt_tpwc_act,Vulnerable,Granulomelon grandituberculatum,Vulnerable
93465,Granulomelon squamulosum,camaenid snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
93465,Granulomelon squamulosum,camaenid snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Granulomelon,"snails, slugs",nt_tpwc_act,Vulnerable,Granulomelon squamulosum,Vulnerable
89485,Griseargiolestes bucki,Turquoise Flatwing,Animalia,Arthropoda,Insecta,Odonata,Megapodagrionidae,Griseargiolestes,insects,iucn_red_list,Vulnerable,NA,Vulnerable
90141,Griseargiolestes metallicus,MetallicFlatwing,Animalia,Arthropoda,Insecta,Odonata,Megapodagrionidae,Griseargiolestes,insects,iucn_red_list,Near Threatened,NA,Near Threatened
90770,Gryllotaurus bicornis,Bull Cricket,Animalia,Arthropoda,Insecta,Orthoptera,Anostostomatidae,Gryllotaurus,insects,iucn_red_list,Near Threatened,NA,Near Threatened
82864,Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Gudeoconcha,"snails, slugs",nsw_tsc_act_and_fm_act,Critically Endangered,Gudeoconcha sophiae magnifica,Critically Endangered
88683,Gyliotrachela australis australis,Eastern Trumpetsnail,Animalia,Mollusca,Gastropoda,Pulmonata,Pupillidae,Gyliotrachela,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
85116,Hadrachaeta aspeta,marine worm,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Hadrachaeta,polychaetes,nsw_tsc_act_and_fm_act,Presumed extinct,Hadrachaeta aspeta,Presumed Extinct
66733,Hadronyche pulvinator,Cascade Funnel-web Spider,Animalia,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,"spiders, scorpions, mites",tas_tsp_act,Extinct,Hadronyche pulvinator,Extinct
93858,Haliotis brazieri,Brazier's Ear Shell,Animalia,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis,"snails, slugs",iucn_red_list,Near Threatened,NA,Near Threatened
69162,Haliotis laevigata,Greenlip Abalone,Animalia,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
92432,Haliotis melculus,Honey Abalone,Animalia,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
69163,Haliotis roei,Roe's Abalone,Animalia,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis,"snails, slugs",iucn_red_list,Near Threatened,NA,Near Threatened
92433,Haliotis rubiginosa,Lord Howe Abalone,Animalia,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis,"snails, slugs",iucn_red_list,Critically Endangered,NA,Critically Endangered
69164,Haliotis rubra,Blacklip Abalone,Animalia,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
85442,Haloniscus searlei,Salt Lake Slater,Animalia,Arthropoda,Malacostraca,Isopoda,Scyphacidae,Haloniscus,"crabs, lobsters, shrimps, woodlice",tas_tsp_act,Endangered,Haloniscus searlei,Endangered
86660,Hedleya macleayi,land snail,Animalia,Mollusca,Gastropoda,Architaenioglossa,Pupinidae,Hedleya,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86661,Hedleyoconcha ailaketoae,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Hedleyoconcha,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
85134,Helicarion castanea,Albany Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Helicarion,"snails, slugs",wa_wc_act,Presumed Extinct,Helicarion castanea,Presumed Extinct
86662,Helicarion leopardina,Leopard Semi-slug,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Helicarion,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
82495,Heliofungia actiniformis,"Long Tentacle Plate Coral, Mushroom Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Heliofungia,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
81677,Heliopora coerulea,blue coral,Animalia,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86664,Hemiboeckella powellensis,copepod,Animalia,Arthropoda,Malacostraca,Calanoida,Centropagidae,Hemiboeckella,"crabs, lobsters, shrimps, woodlice",iucn_red_list,Vulnerable,NA,Vulnerable
88815,Hemicordulia koomina,Pilbara Emerald,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,insects,iucn_red_list,Vulnerable,NA,Vulnerable
90019,Hemigomphus cooloola,Wallum Vicetail,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hemigomphus,insects,iucn_red_list,Endangered,NA,Endangered
86665,Hemigomphus magela,Kakadu Vicetail,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hemigomphus,insects,iucn_red_list,Near Threatened,NA,Near Threatened
60378,Hemigomphus theischingeri,Rainforest Vicetail,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hemigomphus,insects,iucn_red_list,Near Threatened,NA,Near Threatened
66795,Hemiphlebia mirabilis,Ancient Greenling,Animalia,Arthropoda,Insecta,Odonata,Hemiphlebiidae,Hemiphlebia,insects,vic_ffg_act_advisory_lists,Endangered,Hemiphlebia mirabilis,Endangered
86667,Hemisaga elongata,Northern Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Hemisaga,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
90784,Hemisaga irregularis,a katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Hemisaga,insects,iucn_red_list,Vulnerable,NA,Vulnerable
86668,Hemisaga lucifer,katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Hemisaga,insects,iucn_red_list,Vulnerable,NA,Vulnerable
86669,Hemisaga vepreculae,Northern Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Hemisaga,insects,iucn_red_list,Vulnerable,NA,Vulnerable
86670,Hemistomia flexicolumella,aquatic snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Hemistomia,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
88684,Hemistomia gemma,freshwater snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Hemistomia,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
86671,Hemistomia pusillior,aquatic snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Hemistomia,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
86672,Hemistomia whiteleggei,aquatic snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Hemistomia,"snails, slugs",iucn_red_list,Critically Endangered,NA,Critically Endangered
26267,Hesperilla flavescens,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperilla,insects,vic_ffg_act_advisory_lists,Endangered,Hesperilla flavescens,Endangered
66734,Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hesperocolletes,insects,wa_wc_act,Critically Endangered,Hesperocolletes douglasi,Critically Endangered
90759,Hesperocordulia berthoudi,Orange Streamcruiser,Animalia,Arthropoda,Insecta,Odonata,Austrocorduliidae,Hesperocordulia,insects,iucn_red_list,Near Threatened,NA,Near Threatened
77710,Heteronympha cordace wilsoni,Bright-eyed Brown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heteronympha,insects,vic_ffg_act_advisory_lists,Critically Endangered,Heteronympha cordace wilsoni,Critically Endangered
88818,Heteropsammia eupsammides,Smooth Burn Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Heteropsammia,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
85551,Hickmanoxyomma cavaticum,Ida Bay Cave Harvestman,Animalia,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Hickmanoxyomma,"spiders, scorpions, mites",tas_tsp_act,Rare,Hickmanoxyomma cavaticum,Rare
85552,Hickmanoxyomma gibbergunyar,Cave Harvestman (Mole Creek),Animalia,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Hickmanoxyomma,"spiders, scorpions, mites",tas_tsp_act,Rare,Hickmanoxyomma gibbergunyar,Rare
75531,Hippopus hippopus,"Bear Paw Giant Clam, Bear Paw Clam, Horse's Hoof Clam, Strawberry Clam, Giant Clam",Animalia,Mollusca,Bivalvia,Veneroida,Tridacnidae,Hippopus,bivalves,iucn_red_list,LR/cd,NA,LR/cd
75765,Holothuria fuscogilva,White Teatfish,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,sea cucumbers,iucn_red_list,Vulnerable,NA,Vulnerable
87703,Holothuria lessoni,NA,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,sea cucumbers,iucn_red_list,Endangered,NA,Endangered
75764,Holothuria nobilis,"White Teatfish, Beche-de-Mer",Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,sea cucumbers,iucn_red_list,Endangered,NA,Endangered
75763,Holothuria scabra,"Sandfish, Bêche-de-Mer",Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,sea cucumbers,iucn_red_list,Endangered,NA,Endangered
81413,Holothuria whitmaei,"Black Teatfish, Beche-de-Mer",Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,sea cucumbers,iucn_red_list,Endangered,NA,Endangered
89875,Homophyllia bowerbanki,"Pineapple Coral, Artichoke Coral, Starry Cup Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Homophyllia,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
66754,Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Hoplogonus,insects,tas_tsp_act,Endangered,Hoplogonus bornemisszai,Endangered
66796,Hoplogonus simsoni,Simson's Stag Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Hoplogonus,insects,tas_tsp_act,Vulnerable,Hoplogonus simsoni,Vulnerable
66797,Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Hoplogonus,insects,tas_tsp_act,Vulnerable,Hoplogonus vanderschoori,Vulnerable
88820,Huonia melvillensis,Forestwatcher,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Huonia,insects,iucn_red_list,Vulnerable,NA,Vulnerable
66738,Hurleya sp. (WAM C23193),Crystal Cave Crangonyctoid,Animalia,Arthropoda,Malacostraca,Amphipoda,Paramelitidae,Hurleya,"crabs, lobsters, shrimps, woodlice",wa_wc_act,Critically Endangered,Hurleya sp. (WAM C23193),Critically Endangered
85105,Hybomorphus melanosomus,Lord Howe Island Ground Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hybomorphus,insects,nsw_tsc_act_and_fm_act,Extinct,Hybomorphus melanosomus,Extinct
78470,Hydnophora exesa,Spine Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
82499,Hydnophora microconos,"Spine Coral, Horn Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
85553,Hydrobiosella sagitta,Caddis Fly (St. Columba Falls),Animalia,Arthropoda,Insecta,Trichoptera,Philopotamidae,Hydrobiosella,insects,tas_tsp_act,Rare,Hydrobiosella sagitta,Rare
85554,Hydroptila scamandra,Caddis Fly (Upper Scamander River),Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,insects,tas_tsp_act,Rare,Hydroptila scamandra,Rare
84558,Hygrobia australasiae,"screech beetle, water beetle",Animalia,Arthropoda,Insecta,Coleoptera,Hygrobiidae,Hygrobia,insects,vic_ffg_act_advisory_lists,Endangered,Hygrobia australasiae,Endangered
93854,Hylaeus digitatus,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,insects,iucn_red_list,Near Threatened,NA,Near Threatened
93853,Hylaeus minusculus,Plasterer Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,insects,iucn_red_list,Near Threatened,NA,Near Threatened
58748,Hypochrysops apollo apollo,Apollo Jewel,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hypochrysops,insects,qld_nc_act,Vulnerable,Hypochrysops apollo apollo,Vulnerable
77874,Hypochrysops ignitus ignitus,"Dingy Jewel, Fiery Jewel",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hypochrysops,insects,vic_ffg_act_advisory_lists,Endangered,Hypochrysops ignitus ignitus,Endangered
77869,Hypochrysops piceatus,Bulloak Jewel Butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hypochrysops,insects,qld_nc_act,Critically Endangered,Hypochrysops piceatus,Critically Endangered
26431,Hypocysta adiante,"Darwin Ringlet, Orange Ringlet",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypocysta,insects,vic_ffg_act_advisory_lists,Extinct,Hypocysta adiante,Extinct
83060,Hypolimnus pedderensis,Lake Pedder Earthworm,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,Hypolimnus,earthworms,tas_tsp_act,Extinct,Hypolimnus pedderensis,Extinct
83060,Hypolimnus pedderensis,Lake Pedder Earthworm,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,Hypolimnus,earthworms,iucn_red_list,Extinct,NA,Extinct
83491,Hyridella depressa,a freshwater mussel,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,vic_ffg_act_advisory_lists,Endangered,Hyridella depressa,Endangered
82953,Hyridella glenelgensis,Glenelg Freshwater Mussel,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,vic_ffg_act_advisory_lists,Critically Endangered,Hyridella glenelgensis,Critically Endangered
82953,Hyridella glenelgensis,Glenelg Freshwater Mussel,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,iucn_red_list,Critically Endangered,NA,Critically Endangered
88824,Hyridella narracanensis,"Narracan River Corrugated Mussel, Southern River Mussel",Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,vic_ffg_act_advisory_lists,Endangered,Hyridella narracanensis,Endangered
88824,Hyridella narracanensis,"Narracan River Corrugated Mussel, Southern River Mussel",Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,iucn_red_list,Near Threatened,NA,Near Threatened
90160,Ictinogomphus dobsoni,Pilbara Tiger,Animalia,Arthropoda,Insecta,Odonata,Lindeniidae,Ictinogomphus,insects,iucn_red_list,Near Threatened,NA,Near Threatened
85555,Idacarabus cordicollis,Cave Beetle (Hastings Cave),Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Idacarabus,insects,tas_tsp_act,Rare,Idacarabus cordicollis,Rare
85556,Idacarabus troglodytes,Ida Bay Cave Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Idacarabus,insects,tas_tsp_act,Rare,Idacarabus troglodytes,Rare
90321,Idiosoma formosum,Ornate Shield-backed Trapdoor Spider,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma,"spiders, scorpions, mites",wa_wc_act,Endangered,Idiosoma formosum,Endangered
90322,Idiosoma kopejtkaorum,Lake Goorly Shield-backed Trapdoor Spider,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma,"spiders, scorpions, mites",wa_wc_act,Endangered,Idiosoma kopejtkaorum,Endangered
66798,Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma,"spiders, scorpions, mites",wa_wc_act,Endangered,Idiosoma nigrum,Endangered
84913,Indohya damocles,Cameron's Cave Pseudoscorpion,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Hyidae,Indohya,"spiders, scorpions, mites",wa_wc_act,Critically Endangered,Indohya damocles,Critically Endangered
90027,Indolestes obiri,Cave Reedling,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Indolestes,insects,iucn_red_list,Vulnerable,NA,Vulnerable
86676,Iredaleoconcha caloraphe,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Iredaleoconcha,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86678,Isopora brueggemanni,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Isopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86679,Isopora crateriformis,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Isopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86680,Isopora cuneata,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Isopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83176,Isopora palifera,"Club Coral, Stone Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Isopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86682,Ixalodectes flectocercus,Beverley Shield-back,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Ixalodectes,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
88702,Jacksonena rudis,Atherton Tableland Keeled Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Jacksonena,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
84734,Jalmenus eubulus,"Pale Imperial Blue, Pale Imperial Hairstreak, Brigalow Blue",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Jalmenus,insects,nsw_tsc_act_and_fm_act,Critically Endangered,Jalmenus eubulus,Critically Endangered
84734,Jalmenus eubulus,"Pale Imperial Blue, Pale Imperial Hairstreak, Brigalow Blue",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Jalmenus,insects,qld_nc_act,Vulnerable,Jalmenus eubulus,Vulnerable
26440,Jalmenus icilius,"Amethyst Hairstreak, Icilius Blue",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Jalmenus,insects,vic_ffg_act_advisory_lists,Endangered,Jalmenus icilius,Endangered
86685,Jardinella acuminata,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
86686,Jardinella colmani,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Critically Endangered,NA,Critically Endangered
86687,Jardinella coreena,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86688,Jardinella corrugata,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86689,Jardinella edgbastonensis,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86690,Jardinella eulo,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86692,Jardinella isolata,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86693,Jardinella jesswiseae,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
86694,Jardinella pallida,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
86695,Jardinella zeidlerorum,hydrobiid snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Jardinella,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
86696,Kawanaphila pachomai,katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Kawanaphila,insects,iucn_red_list,Endangered,NA,Endangered
89739,Keyacris scurra,Key's Matchstick Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Morabidae,Keyacris,insects,act_nc_act,Endangered,Keyacris scurra,Endangered
89739,Keyacris scurra,Key's Matchstick Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Morabidae,Keyacris,insects,nsw_tsc_act_and_fm_act,Endangered,Keyacris scurra,Endangered
89739,Keyacris scurra,Key's Matchstick Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Morabidae,Keyacris,insects,vic_ffg_act_advisory_lists,Endangered,Keyacris scurra,Endangered
89739,Keyacris scurra,Key's Matchstick Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Morabidae,Keyacris,insects,iucn_red_list,Endangered,NA,Endangered
89471,Kimboraga exanima,camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Kimboraga,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
86700,Kimboraga micromphala,camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Kimboraga,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86701,Kimboraga yammerana,camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Kimboraga,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
93873,Kosciuscola cognatus,Montane Skyhopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Near Threatened,NA,Near Threatened
92450,Kosciuscola cuneatus,Brown Kosciuscola,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Endangered,NA,Endangered
92844,Kosciuscola restrictus,Mt Buffalo Skyhopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
92456,Kosciuscola sp. nov.   2 'K. tristis Hotham and Sth Vic Clade',NA,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Vulnerable,NA,Vulnerable
92481,Kosciuscola sp. nov.   8 'K. cognatus NSW and Vic Clade',NA,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Vulnerable,NA,Vulnerable
92457,Kosciuscola sp. nov.  3 'K. cuneatus Sth NSW Clade',NA,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Endangered,NA,Endangered
92458,Kosciuscola sp. nov.  4 'K. cuneatus Bogong Clade',NA,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
92459,Kosciuscola sp. nov.  5 'K. cuneatus Mt Buffalo and Sth Vic Clade',NA,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Kosciuscola,insects,iucn_red_list,Endangered,NA,Endangered
