taxon_id,scientific_name,common_name,kingdom,phylum,class,order,family,genus,taxon_group,threatened_species_body,conservation_status,listed_names,conservation_status_cleaned
66785,Abebaioscia troglodytes,Pannikin Plains Cave Isopod,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Abebaioscia,"crabs, lobsters, shrimps, woodlice",wa_wc_act,Vulnerable,Abebaioscia troglodytes,Vulnerable
86455,Acanthaeschna victoria,Thylacine Darter,Animalia,Arthropoda,Insecta,Odonata,Telephlebiidae,Acanthaeschna,insects,iucn_red_list,Endangered,NA,Endangered
83772,Acanthastrea hemprichii,Starry Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83577,Acanthastrea hillae,Starry Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
93901,Acanthastrea minuta,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Acanthastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
93412,Acanthastrea pachysepta,Lobed Cactus Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Acanthastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
88738,Acanthastrea rotundoflora,Starry Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
88739,Acanthastrea subechinata,Starry Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
87804,Acizzia mccarthyi,McCarthy's Plant Louse,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Acizzia,insects,wa_wc_act,Vulnerable,Acizzia mccarthyi,Vulnerable
87804,Acizzia mccarthyi,McCarthy's Plant Louse,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Acizzia,insects,iucn_red_list,Endangered,NA,Endangered
84104,Acizzia veski,Vesk's Plant-louse,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Acizzia,insects,wa_wc_act,Vulnerable,Acizzia veski,Vulnerable
84104,Acizzia veski,Vesk's Plant-louse,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Acizzia,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
26203,Acrodipsas brisbanensis,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Acrodipsas,insects,vic_ffg_act_advisory_lists,Endangered,Acrodipsas brisbanensis,Endangered
26205,Acrodipsas illidgei,"Illidge's Ant-blue, Mangrove Ant-blue",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Acrodipsas,insects,qld_nc_act,Vulnerable,Acrodipsas illidgei,Vulnerable
26205,Acrodipsas illidgei,"Illidge's Ant-blue, Mangrove Ant-blue",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Acrodipsas,insects,iucn_red_list,Endangered,NA,Endangered
26207,Acrodipsas myrmecophila,Small Ant-blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Acrodipsas,insects,vic_ffg_act_advisory_lists,Endangered,Acrodipsas myrmecophila,Endangered
84094,Acropora abrolhosensis,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83246,Acropora aculeus,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86460,Acropora acuminata,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
84172,Acropora anthocercis,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
75747,Acropora aspera,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
78517,Acropora austera,Arborescent coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86461,Acropora awi,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86462,Acropora batunai,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86912,Acropora carduus,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
84173,Acropora caroliniana,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
82726,Acropora dendrum,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86463,Acropora derawanensis,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86464,Acropora desalwii,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
78519,Acropora digitifera,Digitate coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
83578,Acropora divaricata,Table Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86465,Acropora donei,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83579,Acropora echinata,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86466,Acropora elegans,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
82596,Acropora florida,Branching Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
75751,Acropora formosa,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86897,Acropora glauca,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86467,Acropora globiceps,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
78521,Acropora granulosa,plate coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86468,Acropora hoeksemai,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83696,Acropora horrida,acropora coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83697,Acropora humilis,acropora coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
78522,Acropora hyacinthus,Plate coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86469,Acropora indonesia,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86470,Acropora jacquelineae,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86471,Acropora kimbeensis,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86472,Acropora kirstyae,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86473,Acropora kosurini,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86474,Acropora listeri,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86475,Acropora loisetteae,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86476,Acropora lokani,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83580,Acropora loripes,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86477,Acropora lovelli,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83812,Acropora lutkeni,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
85963,Acropora microclados,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83581,Acropora monticulosa,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86479,Acropora multiacuta,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
85458,Acropora nana,Staghorn Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
83582,Acropora nasuta,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
85457,Acropora palmerae,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
84291,Acropora paniculata,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86480,Acropora papillare,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86481,Acropora pharaonis,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
88740,Acropora pichoni,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86482,Acropora plumosa,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86483,Acropora polystoma,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86484,Acropora retusa,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86485,Acropora russelli,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83583,Acropora secale,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
82743,Acropora selago,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86486,Acropora simplex,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83584,Acropora solitaryensis,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86487,Acropora speciosa,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83585,Acropora spicifera,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86488,Acropora striata,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86489,Acropora tenella,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
78968,Acropora tenuis,Purple-tipped Acropora,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86490,Acropora turaki,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86491,Acropora vaughani,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83248,Acropora verweyi,a staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86492,Acropora walindii,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86493,Acropora willisae,staghorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
75778,Actinopyga echinites,Deepwater Redfish,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,sea cucumbers,iucn_red_list,Vulnerable,NA,Vulnerable
75779,Actinopyga mauritiana,"Surf Redfish, Beche-de-Mer",Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,sea cucumbers,iucn_red_list,Vulnerable,NA,Vulnerable
75781,Actinopyga miliaris,"Blackfish, Hairy Blackfish",Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,sea cucumbers,iucn_red_list,Vulnerable,NA,Vulnerable
83886,Adclarkia cameroni,Brigalow Woodland Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Adclarkia,"snails, slugs",qld_nc_act,Vulnerable,Adclarkia cameroni,Vulnerable
67458,Adclarkia dawsonensis,"Boggomoss Snail, Dawson River Snail, Dawson Valley Snail",Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Adclarkia,"snails, slugs",qld_nc_act,Endangered,Adclarkia dawsonensis,Endangered
83885,Adclarkia dulacca,Dulacca Woodland Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Adclarkia,"snails, slugs",qld_nc_act,Endangered,Adclarkia dulacca,Endangered
81250,Advena campbellii,Campbell's Keeled Glass-snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Advena,"snails, slugs",iucn_red_list,Extinct,NA,Extinct
86494,Advena charon,helicarionid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Advena,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
90927,Aenigmatinea glatzella,Enigma Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Aenigmatineidae,Aenigmatinea,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
26758,Agriocnemis dobsoni,NA,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Agriocnemis,insects,iucn_red_list,Near Threatened,NA,Near Threatened
26760,Agriocnemis kunjina,NA,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Agriocnemis,insects,iucn_red_list,Vulnerable,NA,Vulnerable
91549,Agrotis infusa,Bogong Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,insects,iucn_red_list,Endangered,NA,Endangered
81361,Allanaspides helonomus,mountain shrimp,Animalia,Arthropoda,Crustacea,Anaspidacea,Anaspididae,Allanaspides,crustaceans,iucn_red_list,Vulnerable,NA,Vulnerable
81362,Allanaspides hickmani,Hickman's Pigmy Mountain Shrimp,Animalia,Arthropoda,Crustacea,Anaspidacea,Anaspididae,Allanaspides,crustaceans,tas_tsp_act,Rare,Allanaspides hickmani,Rare
81362,Allanaspides hickmani,Hickman's Pigmy Mountain Shrimp,Animalia,Arthropoda,Crustacea,Anaspidacea,Anaspididae,Allanaspides,crustaceans,iucn_red_list,Vulnerable,NA,Vulnerable
84565,Allocharopa erskinensis,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Allocharopa,"snails, slugs",vic_ffg_act_advisory_lists,Vulnerable,Allocharopa erskinensis,Vulnerable
84565,Allocharopa erskinensis,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Allocharopa,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
88591,Allocharopa okeana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Allocharopa,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
88592,Allocharopa tarravillensis,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Allocharopa,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
86501,Alveopora allingi,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83695,Alveopora catalai,Net Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86502,Alveopora daedalea,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86503,Alveopora excelsa,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Endangered,NA,Endangered
86504,Alveopora fenestrata,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
83413,Alveopora gigas,Net Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86505,Alveopora marionensis,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86506,Alveopora minuta,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Endangered,NA,Endangered
86981,Alveopora spongiosa,net coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86037,Alveopora verrilliana,Net Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
85444,Amelora acontistica,Chevron Looper Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Amelora,insects,tas_tsp_act,Vulnerable,Amelora acontistica,Vulnerable
90200,Ammoniropa vigens,Ammonite Pinwheel Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Ammoniropa,"snails, slugs",tas_tsp_act,Endangered,Ammoniropa vigens,Endangered
85377,Amphidromus cognatus,Cognate Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amphidromus,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
85377,Amphidromus cognatus,Cognate Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amphidromus,"snails, slugs",nt_tpwc_act,Vulnerable,Amphidromus cognatus,Vulnerable
84548,Amphiura trisacantha,brittle star,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiura,brittle stars,vic_ffg_act_advisory_lists,Endangered,Amphiura trisacantha,Endangered
84122,Amplirhagada astuta,a camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",wa_wc_act,Vulnerable,Amplirhagada astuta,Vulnerable
84122,Amplirhagada astuta,a camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
92470,Amplirhagada coffea,a camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
92468,Amplirhagada decora,a camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
92471,Amplirhagada imitata,a camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
92469,Amplirhagada kessneri,a camaenid land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
88593,Amplirhagada montalivetensis,camaenid snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
86507,Amplirhagada questroana,camaenid snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",iucn_red_list,Endangered,NA,Endangered
92858,Anacropora matthaii,False Flower Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86509,Anacropora puertogalerae,False Flower Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86510,Anacropora reticulata,False Flower Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86511,Anacropora spinosa,False Flower Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",iucn_red_list,Endangered,NA,Endangered
86512,Ancylastrum cumingianus,"Australian Freshwater Limpet, Tasmanian Freshwater Limpet",Animalia,Mollusca,Gastropoda,Pulmonata,Planorbidae,Ancylastrum,"snails, slugs",iucn_red_list,Critically Endangered,NA,Critically Endangered
84123,Anoglypta launcestonensis,a land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Caryodidae,Anoglypta,"snails, slugs",iucn_red_list,Near Threatened,NA,Near Threatened
26379,Antipodia atralba,"Black and White Skipper, Diamond Sand-skipper",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Antipodia,insects,vic_ffg_act_advisory_lists,Vulnerable,Antipodia atralba,Vulnerable
77672,Antipodia chaostola leucophaea,"Tasmanian Chaostola Skipper, Heath-sand Skipper",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Antipodia,insects,tas_tsp_act,Endangered,Antipodia chaostola leucophaea,Endangered
90750,Antipodogomphus hodgkini,Pilbara Dragon,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Antipodogomphus,insects,iucn_red_list,Endangered,NA,Endangered
92453,Antissella purprasina,a soldier fly,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Antissella,insects,iucn_red_list,Endangered,NA,Endangered
84549,Apsolidium densum,sea cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Apsolidium,sea cucumbers,vic_ffg_act_advisory_lists,Endangered,Apsolidium densum,Endangered
85645,Apsolidium falconerae,sea cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Apsolidium,sea cucumbers,vic_ffg_act_advisory_lists,Critically Endangered,Apsolidium falconerae,Critically Endangered
84550,Apsolidium handrecki,sea cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Apsolidium,sea cucumbers,vic_ffg_act_advisory_lists,Endangered,Apsolidium handrecki,Endangered
92015,Arachnocampa buffaloensis,Mt Buffalo Glow-worm,Animalia,Arthropoda,Insecta,Diptera,Keroplatidae,Arachnocampa,insects,vic_ffg_act_advisory_lists,Critically Endangered,Arachnocampa buffaloensis,Critically Endangered
66736,Archaeophya adamsi,Adam's Emerald Dragonfly,Animalia,Arthropoda,Insecta,Odonata,Gomphomacromiidae,Archaeophya,insects,nsw_tsc_act_and_fm_act,Endangered,Archaeophya adamsi,Endangered
66736,Archaeophya adamsi,Adam's Emerald Dragonfly,Animalia,Arthropoda,Insecta,Odonata,Gomphomacromiidae,Archaeophya,insects,iucn_red_list,Vulnerable,NA,Vulnerable
89970,Archaeosynthemis spiniger,Spiny Tigertail,Animalia,Arthropoda,Insecta,Odonata,Synthemistidae,Archaeosynthemis,insects,iucn_red_list,Vulnerable,NA,Vulnerable
90075,Archiargiolestes parvulus,Midget Flatwing,Animalia,Arthropoda,Insecta,Odonata,Megapodagrionidae,Archiargiolestes,insects,iucn_red_list,Near Threatened,NA,Near Threatened
90076,Archiargiolestes pusillissimus,Tiny Flatwing,Animalia,Arthropoda,Insecta,Odonata,Megapodagrionidae,Archiargiolestes,insects,iucn_red_list,Near Threatened,NA,Near Threatened
88055,Argynnis hyperbius,Laced Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,insects,nsw_tsc_act_and_fm_act,Endangered,Argynnis hyperbius,Endangered
88056,Argynnis hyperbius inconstans,Australian Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,insects,qld_nc_act,Endangered,Argyreus hyperbius inconstans,Endangered
89971,Armagomphus armiger,Armourtail,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Armagomphus,insects,iucn_red_list,Vulnerable,NA,Vulnerable
